song_id,boundary_distance,entropy,distance_group
1225,0.40000000000000036,0.6955731797260756,middle
1611,0.7000000000000002,0.537158197947976,middle
1036,0.20000000000000018,1.2119144315191477,near
335,1.7999999999999998,0.5611361874428823,far
1815,0.7999999999999998,0.6280015359932407,far
1772,0.5999999999999996,1.2206350580715737,middle
341,0.5999999999999996,0.8318610974908427,middle
501,0.5999999999999996,0.9922683012700826,middle
1427,0.0,0.1260284428164633,near
206,2.4,0.7435767907116841,far
41,0.09999999999999964,1.3093822712312788,near
1911,0.40000000000000036,0.642206183613722,middle
1864,1.0999999999999996,0.5990173759188733,far
1665,0.5999999999999996,0.0374504485762072,middle
1959,0.2999999999999998,0.9006044450613082,near
1759,0.2999999999999998,0.8220368229642031,near
1308,0.2999999999999998,0.5272351593398411,near
1763,0.5999999999999996,0.9948534910492496,middle
522,1.5,0.7462309208912965,far
1193,0.5999999999999996,0.9511851766769066,middle
644,0.5999999999999996,0.3574768374407968,middle
116,0.5999999999999996,0.988815160772352,middle
1181,0.5999999999999996,0.7893008050360987,middle
954,0.09999999999999964,0.5457943765670483,near
374,0.09999999999999964,0.6873804403458375,near
1584,0.09999999999999964,0.3891036389486071,near
879,0.5999999999999996,0.9469640573366792,middle
874,0.5999999999999996,0.7306548380754765,middle
1871,1.4000000000000004,0.3507667143685479,far
450,0.0,1.1023546848330017,near
1228,0.40000000000000036,0.8825870546240467,middle
1709,1.0,1.088054084870271,far
1669,0.09999999999999964,0.5049172602692662,near
1934,0.7999999999999998,0.8971450335629764,far
87,0.2999999999999998,0.976719321249716,near
284,0.20000000000000018,1.3031783015281857,near
703,0.09999999999999964,0.6625749983468431,near
1922,0.5999999999999996,0.2552521939749673,middle
608,1.2000000000000002,0.9440738344917902,far
89,0.20000000000000018,0.946375078484742,near
172,0.0,0.2656152182919151,near
651,1.4000000000000004,0.388066184440629,far
123,1.0999999999999996,0.9567307578963792,far
1736,0.2999999999999998,1.1845914911735698,near
167,1.7000000000000002,0.2369301003343661,far
1680,1.0999999999999996,0.3101546563586376,far
1026,1.2999999999999998,0.1927718493003459,far
1600,0.5999999999999996,0.0415004919966322,middle
